,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13
0,-0.9716149087056494,-0.2679376549570377,-0.35279606524875845,-0.2495411870645775,-0.07167122239924582,0.0042413975143847015,0.0038768415304533976,0.18348502220341445,0.04879234870513996,-0.2390049485821626,-0.4029031969353562,-0.04815325963309206,-0.42383496972141554
1,1.2925970604449042,-1.0763891021660197,0.7569945052978831,-0.5037034160764801,0.8655585535678307,0.24797220876422676,-1.337324544255466,0.45496974607138807,0.26300433700619563,-0.5323303387098962,-0.5047582496560595,-0.8684094104692528,-0.16522333398238986
2,-0.7546832902104168,0.8773929952172442,0.3607787036495335,0.9010172314486731,-0.5322785184314623,-0.2853337954650132,-0.10558463979047747,-0.8549097145812488,-0.04330163631817089,0.44869967547537976,0.47313667444821583,-0.3183008237596788,0.4971449210622675
3,1.4917930728597657,-0.5655057104313959,-1.489468928010824,-0.09756547407459044,0.1056883715401375,-1.0223148546316152,0.19846840199029653,-1.034145390221026,-0.4792276118216374,-1.344781979502743,-1.1473639177024073,0.21987778283053985,2.989881588598468
4,1.1845215095662422,0.06433711425306729,1.4026868094077496,-0.12780127430019625,0.059786636024671956,-0.055777842579410396,-1.0287096017437936,-0.2832643971384245,-0.15191637816709916,0.8364658865919196,-0.3877307281896697,0.9563412713119012,-0.16229884436624414
5,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
6,-0.2596731272139637,-0.0857050983945758,0.8901876042384899,0.3526787488579352,-0.07167672923016809,-0.05175900867615405,-0.5813959743354536,-0.0435487076482959,0.2750117483125732,0.013403362899860471,0.45714496718255904,-0.14817946672139637,0.17243487718342115
7,-0.475548391495536,-0.0972059673504494,-0.5951474555864431,-0.2540508036694506,0.08680989664882369,0.1288789483425658,-0.04519982932432877,-0.025914474868034252,-0.042629008843922046,-0.12372420618129965,-0.710450686564971,-0.28083501379191,-1.049284999060069
8,-1.1474595374201364,1.5073472960168222,1.3649534980148383,0.20445310775273937,-0.7098165580170082,-0.19923686324324968,-0.8435264777234444,-0.8266454167571875,-0.7745259769290855,2.15840742354752,-0.4664129537357282,-0.011769430821462966,0.764084784934704
9,-0.26439030512680717,0.06139943211225857,0.6126918638587364,0.3773539202150614,-0.36060499766072385,-0.19842104448718476,-0.09154245298297595,-0.21049953687358874,0.21411038523143505,0.09324222086668979,0.41139655846324863,0.9478640361658394,-0.13042322271691806
10,0.8860278370279389,0.16144830677976182,-0.34344165740892585,0.31710694567123415,-0.012925908777159769,-0.23605271415171558,-0.04892752156030191,-0.7593010801949344,-0.06920556100342543,-0.17855902725178502,-0.37551307100114834,0.3318086822475721,-0.22230079581638276
11,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
12,-0.937359403556285,0.4054793513347294,0.3535004074669961,-1.014759815852057,8.60950007840854,2.44988705784488,3.9986197171238977,-1.9313834253899145,-2.4038018764164053,0.9417135511500839,0.773845056841426,0.2698677078109577,-0.8683081897838552
13,0.6677519423204902,0.8704100785411641,0.09300992622735879,1.2591372289795881,-0.2794458429252529,-0.16633641230623397,0.02567003621389619,-1.21449473938816,0.1939437539805898,0.10633285844165889,0.6068900439127124,-0.037411095112421536,-0.7062089753759079
14,-0.7840735301976829,-0.15031143284783874,-0.4347968828672608,0.014408433392660574,-0.08272517827715724,-0.024631029637667546,0.07865355808800378,-0.01639131863438897,0.11651744518312765,-0.34795612238548257,-0.2083608041144742,-0.17767187239168128,-0.4530220784737719
15,1.1400913813583646,0.3857099812508864,1.7404119233335003,0.17256990026222813,-0.6687352749428602,1.2018644094860467,0.08704532511541166,1.620496926522393,-1.0819410148870372,-0.7289761236658594,-0.24396808684084614,1.0811823993346992,0.5210474052786692
16,-0.027838753383435322,3.9018452504958603,-3.264812005723144,-5.900468620245826,0.36296937420154785,-3.6978148383436285,-2.8827446471368345,2.6890072086760557,-3.5634882861433392,-1.0335575307736364,6.290821169492404,0.0979567551163093,-0.8428457450379637
17,1.5985107071975955,-0.5157247894086279,0.6818964420310226,0.36424169059746314,0.6878518344682004,0.3631519691415455,-0.9394041977435569,-0.04903177053949189,0.591844035414169,-0.5306556208100944,0.2723249407797699,-0.716415680803793,-1.470716863785692
18,1.519328494737751,-0.38250334224524357,-0.6198731987398984,-0.4694202980843779,0.3165529530823144,-0.126557369234978,-0.16838987928846963,-0.3968493100777617,-0.22923955677358898,-0.27638544669614706,-1.2484589904300256,0.8478156451359781,-0.6988990536173866
19,-0.884834834151998,-0.4180003326428694,-0.39021315100840365,-0.34168204876559916,-0.09667373391641532,-0.16639999019950372,0.014846886677590281,0.17486380034473367,-0.02171329743376302,-0.3825674367591786,-0.48430125214623115,0.12416710844611599,0.2699397415760033
20,0.7506767425053225,-0.12440295596220284,1.8608730427862807,0.6752488247305353,-0.054396617993632414,-0.07386306795948176,-0.908899830946353,-0.1353080923731683,0.512488809611686,0.16940714490013226,1.0367927181806933,0.6092361439596695,0.06839883430648937
21,-0.2586209126494509,1.9125169580463126,0.3252892411599142,-0.9365253273442377,0.24274390089301062,0.44223044809667944,0.30787830025007434,0.693297423008294,3.108132819038993,0.2577313948773501,-0.14532473455081807,-0.6563297311688532,0.9247650572511434
22,-0.6335531942555062,0.10054301958574469,-0.4722512568460819,1.0092445114670194,-0.3007707597586024,-0.2717844738092653,0.41375167841700355,-0.5325967286108234,0.4723560696731077,-0.8849787085374657,0.8638689431225469,-0.4040927156022791,0.1344562963965341
23,-0.12111171026047673,-0.8932442545944158,0.16065141637969563,-0.5043009663943712,0.3620911638686388,-0.08422679353611914,-0.7035761256042423,0.4099875439450695,0.07573728801963704,-0.6174911479618751,-0.49712575549823773,-0.62289857148118,0.8706283967189086
24,1.262237308156465,0.45249956326651863,0.13898103709422227,-0.2438814822216524,0.015699273982477502,-0.1842865673891269,-0.5382967399667343,-0.8231563673306295,-0.5841877919361789,0.8206398757285959,-1.2386954910133177,0.7341871939613288,-0.23806202168627302
25,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
26,-0.06704307311491514,0.12368466653064489,-0.16554337726139803,-1.6531442536530805,0.5703310023472248,-0.6298685993117175,-1.561307508402131,1.1504352614374784,-0.5410319254988603,-0.6431438086417026,1.2994478075108236,-1.0281350102069222,-0.09196377811141467
27,0.4897601660447288,1.9455845560302811,-0.8724991144227185,-1.2394032887308828,-0.24347412717021885,0.23471765173067588,-0.3427050460077549,1.1618529980289147,-1.924779264642767,-0.3842157123991009,0.4372557831985315,-0.5160803821194497,-1.3203800466202855
28,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
29,-0.05029439238463395,-0.10649726826570216,0.12347615636345236,-0.30896525549283854,0.19331445984940815,0.016257462085759584,-0.6581455728556648,-0.08708446875544092,-0.1974699672400278,0.16080826271766904,-0.7478675751270173,-0.5977350135766412,0.07158619914552881
30,-0.14133604213816395,-0.6138992227902054,-0.14101421434709172,-0.3852915135370201,-0.07133878782249224,-0.2789737633950141,-0.03005585665151871,0.13925029933158764,0.01344789388939429,-0.44661923862048186,-0.4634590350012271,0.9042320678925668,0.3919506098999021
31,-0.9699403583383992,-0.16445126172360164,-0.33495964625254415,0.2654880524672966,-0.20872889208026765,-0.14267029680301196,0.1846580467554687,-0.05125416880244343,0.2467963833538705,-0.5343447047484127,0.198654967804287,-0.12949806577366818,-0.02409898569319079
32,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
33,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
34,0.9208456952643768,-0.6888627847776974,0.37845700576894253,-0.9315459458576462,-0.7875134557006597,-0.7624024641591188,1.280042148095644,-0.2464171260687928,-0.43748607083842755,1.324053231927309,-0.4446775261131511,-0.35137106992042727,-0.29332468392809935
35,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
36,0.8381495987852453,-0.39477583341008826,0.0953773328750223,0.4429358452574333,0.17085357487026015,-0.12145288177724127,-0.2339731202188676,-0.28595533244850246,0.4044691817958745,-0.7368914466309712,0.3006401220584214,0.08742588301814735,-0.22420093157307155
37,-1.201931505981774,-0.34720593848866804,-0.24027577687769047,-0.2474474364980293,-0.1452517419572781,-0.05362603679869939,0.026662438713030843,0.28070621727230133,0.09123797899577593,-0.29252815041113467,-0.26011329103589226,0.059877554797787697,-0.13344745609989758
38,1.9611658200054833,-1.8055006489427958,0.5579695782194318,-1.5452895331492535,-1.244966430463337,-1.0197532344612759,2.9884890034315377,0.17017582314998356,-0.13166434333039162,1.8195564500826809,0.17209911427750105,-0.9022229437452878,-2.159673050754734
39,1.815574458221126,0.04645826024746702,-0.8691314417841639,-0.3367323459174843,0.5197216609108556,0.26836462100459224,-0.22998311550084696,-0.6058938684766125,-0.23395191293779427,0.062282127977032434,-1.469674878255001,0.2271889846471241,-2.3797591259644415
40,3.314019883430456,4.007479334915203,0.6549023224047072,1.9881015080622755,-1.8660911560833917,3.1543920032376094,1.8727343787701107,1.5265125118179401,-4.008228070340424,-1.5089047850452169,-1.5645337478001433,-1.178502217788803,1.0166840799408166
41,-0.22509736399469335,0.6295704623780947,-0.2827481182885232,0.8069837649015275,-0.23034041016843834,-0.11969365573629269,0.05248291458147811,-0.8303484255801785,0.06801118039807501,-0.014273547366364195,0.20619303586232726,-0.5585754981088378,-0.38502471915913544
42,-0.8366790083495473,1.2863187260436462,0.8196228387748216,0.8063597952111409,-0.6535107583452628,-0.28645604330640295,-0.3985697622375093,-1.006642394225676,-0.3341191935899315,1.1896236713145336,0.22891109333476634,-0.25847178903369383,0.6863786386666245
43,1.0024211661822784,1.207008797701504,0.4981483589349758,0.5581748975443089,-0.3880654582696861,0.6665353605167534,-0.008207502859494736,-0.2495118171831125,-0.7336324589247666,0.46025359084093764,-0.52838755278999,0.2293892574458098,-1.2794455557322362
